cn	CHR	START	END	i	cn_ctc	cn_cdp	cn_wbc
3	chr8	46588367	47115165	2135	4.0714286	6.333333	1.94444444444444
3	chr8	47115166	47647891	2136	4.0714286	6.333333	1.94444444444444
3	chr8	47647892	48169234	2137	4.0714286	6.333333	1.94444444444444
3	chr8	48169235	48687674	2138	4.0714286	6.333333	1.94444444444444
3	chr8	48687675	49217222	2139	4.0714286	6.333333	1.94444444444444
3	chr8	49217223	49743695	2140	4.0714286	6.333333	1.94444444444444
3	chr8	49743696	50294164	2141	4.0714286	6.333333	1.94444444444444
3	chr8	50294165	50820239	2142	4.0714286	6.333333	1.94444444444444
3	chr8	50820240	51382615	2143	4.0714286	6.333333	1.94444444444444
3	chr8	51382616	51954358	2144	4.0714286	6.333333	1.94444444444444
3	chr8	51954359	52521395	2145	4.0714286	6.333333	1.94444444444444
3	chr8	52521396	53092781	2146	4.0714286	6.333333	1.94444444444444
3	chr8	53092782	53636484	2147	4.0714286	6.333333	1.94444444444444
3	chr8	53636485	54180594	2148	4.0714286	6.333333	1.94444444444444
3	chr8	54180595	54727216	2149	4.0714286	6.333333	1.94444444444444
3	chr8	54727217	55507130	2150	4.0714286	6.333333	1.94444444444444
3	chr8	55507131	56088464	2151	4.0714286	6.333333	1.94444444444444
3	chr8	56088465	56639473	2152	4.0714286	6.333333	1.94444444444444
3	chr8	56639474	57246594	2153	4.0714286	6.333333	1.94444444444444
3	chr8	57246595	57779967	2154	4.0714286	6.333333	1.94444444444444
3	chr8	57779968	58343520	2155	4.0714286	6.333333	1.94444444444444
3	chr8	58343521	58899332	2156	4.0714286	6.333333	1.94444444444444
3	chr8	58899333	59456577	2157	4.0714286	6.333333	1.94444444444444
3	chr8	59456578	60047894	2158	4.0714286	6.333333	1.94444444444444
3	chr8	60047895	60656271	2159	4.0714286	6.333333	1.94444444444444
3	chr8	60656272	61215624	2160	4.0714286	6.333333	1.94444444444444
3	chr8	61215625	61730698	2161	4.0714286	6.333333	1.94444444444444
3	chr8	61730699	62280901	2162	4.0714286	6.333333	1.94444444444444
3	chr8	62280902	62831457	2163	4.0714286	6.166667	1.94444444444444
3	chr8	62831458	63406050	2164	4.0714286	6.166667	1.94444444444444
3	chr8	63406051	63979697	2165	4.0714286	6.166667	1.94444444444444
3	chr8	63979698	64525286	2166	4.0714286	6.166667	1.94444444444444
3	chr8	64525287	65067081	2167	4.0714286	6.166667	1.94444444444444
3	chr8	65067082	65670583	2168	4.0714286	6.166667	1.94444444444444
3	chr8	65670584	66236146	2169	4.0714286	6.166667	1.94444444444444
3	chr8	66236147	66785757	2170	4.0714286	6.166667	2
3	chr8	66785758	67363234	2171	4.0714286	6.166667	2
3	chr8	67363235	67919712	2172	4.0714286	6.166667	2
3	chr8	67919713	68453432	2173	4.0714286	6.166667	2
3	chr8	68453433	69001895	2174	4.0714286	6.166667	2
3	chr8	69001896	69545391	2175	4.0714286	6.166667	2
3	chr8	69545392	70091825	2176	4.0714286	6.166667	2
3	chr8	70091826	70605796	2177	4.0714286	6.166667	2
3	chr8	70605797	71154682	2178	4.0714286	6.166667	2.16666666666667
3	chr8	71154683	71685367	2179	4.0714286	6.166667	2.16666666666667
3	chr8	71685368	72232315	2180	4.0714286	6.166667	2.22222222222222
3	chr8	72232316	72808957	2181	4.0714286	6.166667	2.22222222222222
3	chr8	72808958	73386453	2182	4.0714286	6.166667	2.22222222222222
3	chr8	73386454	73964920	2183	4.0714286	6.166667	2.22222222222222
3	chr8	73964921	74563241	2184	4.0714286	6.166667	2.22222222222222
3	chr8	74563242	75121772	2185	4.0714286	6.166667	2.22222222222222
3	chr8	75121773	75706709	2186	4.0714286	6.166667	2.22222222222222
3	chr8	75706710	76276989	2187	4.0714286	6.166667	2.22222222222222
3	chr8	76276990	76826070	2188	4.0714286	6.166667	2.22222222222222
3	chr8	76826071	77356135	2189	4.0714286	6.166667	1.94444444444444
3	chr8	77356136	77906257	2190	4.0714286	6.166667	1.94444444444444
3	chr8	77906258	78437489	2191	4.0714286	6.166667	1.94444444444444
3	chr8	78437490	78955668	2192	4.0714286	6.166667	1.94444444444444
3	chr8	78955669	79471926	2193	4.0714286	6.166667	1.94444444444444
3	chr8	79471927	80007647	2194	4.0714286	6.166667	1.94444444444444
3	chr8	80007648	80559425	2195	4.0714286	6.166667	1.94444444444444
3	chr8	80559426	81093994	2196	4.0714286	6.166667	1.94444444444444
3	chr8	81093995	81636928	2197	4.0714286	6.166667	1.94444444444444
3	chr8	81636929	82185839	2198	4.0714286	6.166667	1.94444444444444
3	chr8	82185840	82758275	2199	3.8571429	6.083333	1.94444444444444
2	chr8	82758276	83297633	2200	3.2857143	5.666667	1.94444444444444
2	chr8	83297634	83834671	2201	3.2857143	5.583333	1.94444444444444
2	chr8	83834672	84352859	2202	3.2857143	5.583333	1.94444444444444
2	chr8	84352860	84866503	2203	3.2857143	5.583333	1.94444444444444
2	chr8	84866504	85418847	2204	3.2857143	5.583333	1.94444444444444
2	chr8	85418848	85957620	2205	3.2857143	5.583333	1.94444444444444
2	chr8	85957621	86514922	2206	3.2142857	5.583333	1.94444444444444
2	chr8	86514923	87052806	2207	3.2142857	5.583333	1.94444444444444
2	chr8	87052807	87566115	2208	3.2142857	5.583333	1.94444444444444
2	chr8	87566116	88075750	2209	3.2142857	5.583333	1.94444444444444
2	chr8	88075751	88593071	2210	3.2142857	5.583333	1.94444444444444
2	chr8	88593072	89109781	2211	3.2142857	5.583333	1.94444444444444
2	chr8	89109782	89623737	2212	3.2142857	5.583333	1.94444444444444
2	chr8	89623738	90151298	2213	3.2142857	5.583333	1.94444444444444
2	chr8	90151299	90682526	2214	3.2142857	5.583333	1.94444444444444
2	chr8	90682527	91205921	2215	3.2142857	5.583333	1.94444444444444
2	chr8	91205922	91723377	2216	3.2142857	5.583333	1.94444444444444
2	chr8	91723378	92241324	2217	3.2142857	5.583333	1.94444444444444
2	chr8	92241325	92759280	2218	3.2142857	5.583333	1.94444444444444
2	chr8	92759281	93284000	2219	3.2142857	5.583333	1.94444444444444
2	chr8	93284001	93832904	2220	3.2142857	5.583333	1.94444444444444
2	chr8	93832905	94349476	2221	3.2142857	5.583333	1.94444444444444
2	chr8	94349477	94876876	2222	3.2142857	5.583333	1.94444444444444
2	chr8	94876877	95395569	2223	3.2142857	5.583333	1.94444444444444
2	chr8	95395570	95929078	2224	3.2142857	5.583333	1.94444444444444
2	chr8	95929079	96489256	2225	3.2142857	5.583333	1.94444444444444
2	chr8	96489257	97037580	2226	3.2142857	5.583333	1.94444444444444
2	chr8	97037581	97599949	2227	3.2142857	5.583333	1.94444444444444
2	chr8	97599950	98154966	2228	3.2142857	5.583333	1.94444444444444
2	chr8	98154967	98713491	2229	3.1428571	5.583333	1.94444444444444
2	chr8	98713492	99251505	2230	3.1428571	5.583333	1.94444444444444
2	chr8	99251506	99789302	2231	3.1428571	5.583333	1.94444444444444
2	chr8	99789303	100345474	2232	3.1428571	5.583333	1.94444444444444
2	chr8	100345475	100898088	2233	3.1428571	5.583333	1.94444444444444
2	chr8	100898089	101462280	2234	3.1428571	5.583333	1.94444444444444
2	chr8	101462281	102000062	2235	3.1428571	5.583333	1.94444444444444
2	chr8	102000063	102571798	2236	3.1428571	5.583333	1.94444444444444
2	chr8	102571799	103105256	2237	3.2142857	5.583333	1.94444444444444
2	chr8	103105257	103621295	2238	3.2142857	5.583333	1.94444444444444
2	chr8	103621296	104148945	2239	3.2142857	5.583333	1.94444444444444
2	chr8	104148946	104684501	2240	3.2142857	5.416667	1.94444444444444
2	chr8	104684502	105256140	2241	3.2142857	5.416667	1.94444444444444
2	chr8	105256141	105771059	2242	3.2142857	5.416667	1.94444444444444
2	chr8	105771060	106291243	2243	3.2142857	5.416667	1.94444444444444
2	chr8	106291244	106827928	2244	3.2142857	5.416667	1.94444444444444
2	chr8	106827929	107350268	2245	3.2142857	5.416667	1.94444444444444
2	chr8	107350269	107878059	2246	3.2142857	5.416667	1.94444444444444
2	chr8	107878060	108403075	2247	3.2142857	5.416667	1.94444444444444
2	chr8	108403076	108911891	2248	3.2142857	5.416667	1.94444444444444
2	chr8	108911892	109432794	2249	3.2142857	5.416667	1.94444444444444
2	chr8	109432795	109955692	2250	3.2142857	5.416667	1.94444444444444
2	chr8	109955693	110469845	2251	3.2142857	5.416667	1.94444444444444
2	chr8	110469846	110984096	2252	3.2142857	5.416667	1.94444444444444
2	chr8	110984097	111508674	2253	3.2142857	5.416667	1.94444444444444
2	chr8	111508675	112034354	2254	3.2142857	5.416667	1.94444444444444
2	chr8	112034355	112564806	2255	3.2142857	5.416667	1.94444444444444
2	chr8	112564807	113098203	2256	3.0714286	5.416667	1.94444444444444
2	chr8	113098204	113639792	2257	3.0714286	5.416667	1.94444444444444
2	chr8	113639793	114151837	2258	3.0714286	5.5	1.94444444444444
2	chr8	114151838	114675767	2259	3.0714286	5.5	1.94444444444444
2	chr8	114675768	115189060	2260	3.0714286	5.5	1.94444444444444
2	chr8	115189061	115705702	2261	3.0714286	5.5	1.94444444444444
2	chr8	115705703	116227712	2262	3.0714286	5.583333	1.94444444444444
2	chr8	116227713	116745124	2263	3.0714286	5.583333	1.94444444444444
2	chr8	116745125	117272364	2264	3.0714286	5.583333	1.94444444444444
2	chr8	117272365	117784775	2265	3.0714286	5.75	1.94444444444444
2	chr8	117784776	118309354	2266	3.0714286	5.75	1.94444444444444
2	chr8	118309355	118823482	2267	3.0714286	5.75	1.94444444444444
2	chr8	118823483	119346668	2268	3.0714286	5.75	1.94444444444444
2	chr8	119346669	119860691	2269	3.0714286	5.75	1.94444444444444
2	chr8	119860692	120384766	2270	3.2142857	5.75	1.94444444444444
2	chr8	120384767	120897030	2271	3.2142857	5.916667	1.94444444444444
2	chr8	120897031	121408819	2272	3.2142857	5.916667	1.94444444444444
2	chr8	121408820	121934783	2273	3.2142857	5.916667	1.94444444444444
2	chr8	121934784	122445471	2274	3.2142857	5.916667	1.94444444444444
2	chr8	122445472	122956673	2275	3.2142857	5.916667	1.94444444444444
2	chr8	122956674	123484598	2276	3.2142857	5.916667	1.94444444444444
2	chr8	123484599	124000786	2277	3.2142857	5.916667	1.94444444444444
2	chr8	124000787	124522285	2278	3.2142857	5.916667	1.94444444444444
2	chr8	124522286	125046237	2279	3.2142857	5.916667	1.94444444444444
2	chr8	125046238	125556145	2280	3.2142857	6	1.94444444444444
2	chr8	125556146	126071595	2281	3.2857143	6.166667	1.94444444444444
2	chr8	126071596	126601232	2282	3.3571429	6.166667	1.94444444444444
2	chr8	126601233	127114701	2283	3.3571429	6.166667	1.94444444444444
2	chr8	127114702	127625924	2284	3.3571429	6.166667	1.94444444444444
2	chr8	127625925	128157625	2285	3.4285714	6.166667	1.94444444444444
2	chr8	128157626	128679366	2286	3.4285714	6.166667	1.94444444444444
2	chr8	128679367	129401213	2287	3.4285714	6.166667	1.94444444444444
3	chr9	1	3582398	2288	4.0714286	5.75	1.94444444444444
3	chr9	3582399	4178556	2289	4.0714286	5.75	1.94444444444444
3	chr9	4178557	4742975	2290	4.0714286	5.75	1.94444444444444
3	chr9	4742976	5311756	2291	4.0714286	5.75	1.94444444444444
3	chr9	5311757	5865361	2292	4.0714286	5.75	1.94444444444444
3	chr9	5865362	6407322	2293	4.0714286	5.75	1.94444444444444
3	chr9	6407323	7012662	2294	4.0714286	5.75	1.94444444444444
3	chr9	7012663	7604834	2295	4.0714286	5.75	1.94444444444444
3	chr9	7604835	8151346	2296	4.0714286	5.75	1.94444444444444
3	chr9	8151347	8763629	2297	4.0714286	5.75	1.94444444444444
3	chr9	8763630	9306925	2298	4.0714286	5.75	1.94444444444444
3	chr9	9306926	9885589	2299	4.0714286	5.75	1.94444444444444
3	chr9	9885590	10435691	2300	4.0714286	5.75	1.94444444444444
3	chr9	10435692	10982931	2301	4.0714286	5.75	1.94444444444444
3	chr9	10982932	11559921	2302	4.0714286	5.75	1.94444444444444
3	chr9	11559922	12141071	2303	4.0714286	5.75	1.94444444444444
3	chr9	12141072	12713545	2304	4.0714286	5.75	1.94444444444444
3	chr9	12713546	13305809	2305	4.0714286	5.75	1.94444444444444
3	chr9	13305810	13915874	2306	4.0714286	5.75	1.94444444444444
3	chr9	13915875	14454151	2307	4.0714286	5.75	1.94444444444444
3	chr9	14454152	14973397	2308	4.0714286	5.75	1.94444444444444
3	chr9	14973398	15497358	2309	4.0714286	5.75	1.94444444444444
3	chr9	15497359	16020350	2310	4.0714286	5.75	1.94444444444444
3	chr9	16020351	16537552	2311	4.0714286	5.75	1.94444444444444
3	chr9	16537553	17127055	2312	4.0714286	5.75	1.94444444444444
3	chr9	17127056	17681980	2313	4.0714286	5.75	1.94444444444444
3	chr9	17681981	18305455	2314	4.0714286	5.75	1.94444444444444
3	chr9	18305456	18854202	2315	4.0714286	5.75	1.94444444444444
3	chr9	18854203	19443310	2316	4.0714286	5.75	1.94444444444444
3	chr9	19443311	20044434	2317	4.0714286	5.75	1.94444444444444
3	chr9	20044435	20627571	2318	4.0714286	5.75	1.94444444444444
3	chr9	20627572	21142992	2319	4.0714286	5.75	1.94444444444444
3	chr9	21142993	21665835	2320	4.0714286	5.75	1.94444444444444
3	chr9	21665836	22198242	2321	4.0714286	5.75	1.94444444444444
3	chr9	22198243	22731745	2322	4.0714286	5.75	1.94444444444444
3	chr9	22731746	23262788	2323	4.0714286	5.75	1.94444444444444
3	chr9	23262789	23814433	2324	4.0714286	5.75	1.94444444444444
3	chr9	23814434	24379396	2325	4.0714286	5.75	1.94444444444444
3	chr9	24379397	24926732	2326	4.0714286	5.75	1.94444444444444
3	chr9	24926733	25468004	2327	4.0714286	5.75	1.94444444444444
3	chr9	25468005	26038600	2328	4.0714286	5.75	1.94444444444444
3	chr9	26038601	26599566	2329	4.0714286	5.75	1.94444444444444
3	chr9	26599567	27131725	2330	4.0714286	5.75	1.94444444444444
3	chr9	27131726	27655614	2331	4.0714286	5.75	1.94444444444444
3	chr9	27655615	28179498	2332	4.0714286	5.75	1.94444444444444
3	chr9	28179499	28691567	2333	4.0714286	5.75	1.94444444444444
3	chr9	28691568	29203845	2334	4.0714286	5.75	1.94444444444444
3	chr9	29203846	29713095	2335	4.0714286	5.75	1.94444444444444
3	chr9	29713096	30227413	2336	4.0714286	5.75	1.94444444444444
3	chr9	30227414	30767592	2337	4.0714286	5.75	1.94444444444444
3	chr9	30767593	31289215	2338	4.0714286	5.75	1.94444444444444
3	chr9	31289216	31820550	2339	4.0714286	5.75	1.94444444444444
3	chr9	31820551	32339135	2340	4.0714286	5.75	1.94444444444444
3	chr9	32339136	32856954	2341	4.0714286	5.75	1.94444444444444
3	chr9	32856955	33422421	2342	4.0714286	5.75	1.94444444444444
3	chr9	33422422	33946298	2343	4.0714286	5.75	1.94444444444444
3	chr9	33946299	34485944	2344	4.0714286	5.75	2
3	chr9	34485945	34992724	2345	4.0714286	5.75	2
3	chr9	34992725	35511686	2346	4.0714286	5.75	2
3	chr9	35511687	36114883	2347	4.0714286	5.75	2
3	chr9	36114884	36727066	2348	4.0714286	5.75	2
3	chr9	36727067	37238177	2349	4.0714286	5.75	1.94444444444444
3	chr9	37238178	37764123	2350	4.0714286	5.75	1.94444444444444
3	chr9	37764124	38321116	2351	4.0714286	5.75	1.94444444444444
3	chr9	38321117	38880045	2352	4.0714286	5.75	1.94444444444444
3	chr9	38880046	39456734	2353	4.0714286	5.75	1.94444444444444
3	chr9	39456735	40016486	2354	4.0714286	5.75	1.94444444444444
3	chr9	40016487	40560901	2355	4.0714286	5.75	1.94444444444444
3	chr9	40560902	41083516	2356	4.0714286	5.75	1.94444444444444
3	chr9	41083517	41597159	2357	4.0714286	5.75	1.94444444444444
3	chr9	41597160	42112297	2358	4.0714286	5.75	1.94444444444444
3	chr9	42112298	42618598	2359	4.0714286	5.75	1.94444444444444
3	chr9	42618599	43130324	2360	4.0714286	5.75	1.94444444444444
3	chr9	43130325	43638904	2361	4.0714286	5.75	1.94444444444444
3	chr9	43638905	44153559	2362	4.0714286	5.75	1.94444444444444
3	chr9	44153560	44684895	2363	4.0714286	5.75	1.94444444444444
3	chr9	44684896	45197964	2364	4.0714286	5.75	1.94444444444444
3	chr9	45197965	45703671	2365	4.0714286	5.75	1.94444444444444
3	chr9	45703672	46214263	2366	4.0714286	5.75	1.94444444444444
3	chr9	46214264	46728573	2367	4.0714286	5.75	1.94444444444444
3	chr9	46728574	47243332	2368	4.0714286	5.75	1.94444444444444
3	chr9	47243333	47754233	2369	4.0714286	5.75	1.94444444444444
3	chr9	47754234	48263962	2370	4.0714286	5.75	1.94444444444444
3	chr9	48263963	48792107	2371	4.0714286	5.75	1.94444444444444
3	chr9	48792108	49309595	2372	4.0714286	5.75	1.94444444444444
3	chr9	49309596	49824243	2373	4.0714286	5.75	1.94444444444444
3	chr9	49824244	50352664	2374	4.0714286	5.75	1.94444444444444
3	chr9	50352665	50871449	2375	4.0714286	5.75	1.94444444444444
3	chr9	50871450	51389097	2376	4.0714286	5.75	1.94444444444444
3	chr9	51389098	51934178	2377	4.0714286	5.75	1.94444444444444
3	chr9	51934179	52459148	2378	4.0714286	5.75	1.94444444444444
3	chr9	52459149	53013480	2379	4.0714286	5.75	1.94444444444444
3	chr9	53013481	53544002	2380	4.0714286	5.75	1.94444444444444
3	chr9	53544003	54093408	2381	4.0714286	5.75	1.94444444444444
3	chr9	54093409	54625071	2382	4.0714286	5.75	1.94444444444444
3	chr9	54625072	55150263	2383	4.0714286	5.75	1.94444444444444
3	chr9	55150264	55677298	2384	4.0714286	5.75	1.94444444444444
3	chr9	55677299	56234581	2385	4.0714286	5.75	1.94444444444444
3	chr9	56234582	56746705	2386	4.0714286	5.75	1.94444444444444
3	chr9	56746706	57265317	2387	4.0714286	5.75	1.94444444444444
3	chr9	57265318	57786614	2388	4.0714286	5.75	1.94444444444444
3	chr9	57786615	58301175	2389	4.0714286	5.75	1.94444444444444
3	chr9	58301176	58819777	2390	4.0714286	5.75	1.94444444444444
3	chr9	58819778	59344812	2391	4.0714286	5.75	1.94444444444444
3	chr9	59344813	59861368	2392	4.0714286	5.75	1.94444444444444
3	chr9	59861369	60378914	2393	4.0714286	5.75	1.94444444444444
3	chr9	60378915	60896877	2394	4.0714286	5.75	1.94444444444444
3	chr9	60896878	61404720	2395	4.0714286	5.75	1.94444444444444
3	chr9	61404721	61914673	2396	4.0714286	5.75	1.94444444444444
3	chr9	61914674	62432166	2397	4.0714286	5.75	1.94444444444444
3	chr9	62432167	62967575	2398	4.0714286	5.75	1.94444444444444
3	chr9	62967576	63479445	2399	4.0714286	5.666667	1.94444444444444
3	chr9	63479446	63986492	2400	4.0714286	5.666667	1.94444444444444
3	chr9	63986493	64508884	2401	4.0714286	5.666667	1.94444444444444
3	chr9	64508885	65021337	2402	4.0714286	5.666667	1.94444444444444
3	chr9	65021338	65537674	2403	4.0714286	5.666667	1.94444444444444
3	chr9	65537675	66059740	2404	4.0714286	5.666667	1.94444444444444
3	chr9	66059741	66575994	2405	4.0714286	5.666667	1.94444444444444
3	chr9	66575995	67093919	2406	4.0714286	5.666667	1.94444444444444
3	chr9	67093920	67609193	2407	4.0714286	5.666667	1.94444444444444
3	chr9	67609194	68128354	2408	4.0714286	5.666667	1.94444444444444
3	chr9	68128355	68679050	2409	4.0714286	5.666667	1.94444444444444
3	chr9	68679051	69188762	2410	4.0714286	5.666667	1.94444444444444
3	chr9	69188763	69700979	2411	4.0714286	5.666667	1.94444444444444
3	chr9	69700980	70212639	2412	4.0714286	5.666667	1.94444444444444
3	chr9	70212640	70732051	2413	4.0714286	5.666667	1.94444444444444
3	chr9	70732052	71277760	2414	4.0714286	5.666667	1.94444444444444
3	chr9	71277761	71802298	2415	4.0714286	5.666667	1.94444444444444
3	chr9	71802299	72325397	2416	4.0714286	5.666667	1.94444444444444
3	chr9	72325398	72843572	2417	4.0714286	5.666667	1.94444444444444
3	chr9	72843573	73386489	2418	4.0714286	5.666667	1.94444444444444
3	chr9	73386490	73942677	2419	4.0714286	5.666667	1.94444444444444
3	chr9	73942678	74472698	2420	4.0714286	5.666667	1.94444444444444
3	chr9	74472699	75022612	2421	4.0714286	5.666667	1.94444444444444
3	chr9	75022613	75537970	2422	4.0714286	5.666667	1.94444444444444
3	chr9	75537971	76078365	2423	4.0714286	5.666667	1.94444444444444
3	chr9	76078366	76598210	2424	4.0714286	5.666667	1.94444444444444
3	chr9	76598211	77149125	2425	4.0714286	5.666667	1.94444444444444
3	chr9	77149126	77672735	2426	4.0714286	5.666667	1.94444444444444
3	chr9	77672736	78200509	2427	4.0714286	5.666667	1.94444444444444
3	chr9	78200510	78737630	2428	4.0714286	5.666667	1.94444444444444
3	chr9	78737631	79302299	2429	4.0714286	5.75	1.94444444444444
3	chr9	79302300	79849769	2430	4.0714286	5.75	1.94444444444444
3	chr9	79849770	80379198	2431	4.0714286	5.75	1.94444444444444
3	chr9	80379199	80961515	2432	4.0714286	5.75	1.94444444444444
3	chr9	80961516	81541542	2433	4.0714286	5.75	1.94444444444444
3	chr9	81541543	82086225	2434	4.0714286	5.75	1.94444444444444
3	chr9	82086226	82660137	2435	4.0714286	5.75	1.94444444444444
3	chr9	82660138	83206108	2436	4.0714286	5.75	1.94444444444444
3	chr9	83206109	83730779	2437	4.0714286	5.75	1.94444444444444
3	chr9	83730780	84278773	2438	4.0714286	5.75	1.94444444444444
3	chr9	84278774	84825114	2439	4.0714286	5.75	1.94444444444444
3	chr9	84825115	85372007	2440	4.0714286	5.75	1.94444444444444
3	chr9	85372008	85895549	2441	4.0714286	5.75	1.94444444444444
3	chr9	85895550	86451386	2442	4.0714286	5.75	1.94444444444444
3	chr9	86451387	86981157	2443	4.0714286	5.75	1.94444444444444
3	chr9	86981158	87545786	2444	4.0714286	5.75	1.94444444444444
3	chr9	87545787	88114090	2445	4.0714286	5.75	1.94444444444444
3	chr9	88114091	88653344	2446	4.0714286	5.75	1.94444444444444
3	chr9	88653345	89244701	2447	4.0714286	5.75	1.94444444444444
3	chr9	89244702	89787513	2448	4.0714286	5.75	1.94444444444444
3	chr9	89787514	90315543	2449	4.0714286	5.75	1.94444444444444
3	chr9	90315544	90892933	2450	7.9285714	10.416667	22.8888888888889
3	chr9	90892934	91451253	2451	7.9285714	10.416667	22.8888888888889
3	chr9	91451254	92014236	2452	7.9285714	10.416667	22.8888888888889
3	chr9	92014237	92557817	2453	7.9285714	10.416667	22.8888888888889
3	chr9	92557818	93115210	2454	7.9285714	10.416667	22.8888888888889
3	chr9	93115211	93705910	2455	4.0714286	5.75	1.94444444444444
3	chr9	93705911	94249982	2456	4.0714286	5.75	1.94444444444444
3	chr9	94249983	94796385	2457	4.0714286	5.75	1.94444444444444
3	chr9	94796386	95335825	2458	4.0714286	5.75	1.94444444444444
3	chr9	95335826	95853307	2459	4.0714286	5.75	1.94444444444444
3	chr9	95853308	96381707	2460	4.0714286	5.75	1.94444444444444
3	chr9	96381708	96896575	2461	4.0714286	5.75	1.94444444444444
3	chr9	96896576	97432034	2462	4.0714286	5.75	1.94444444444444
3	chr9	97432035	97942223	2463	4.0714286	5.75	1.94444444444444
3	chr9	97942224	98476618	2464	4.0714286	5.75	1.94444444444444
3	chr9	98476619	99006982	2465	4.0714286	5.75	1.94444444444444
3	chr9	99006983	99524646	2466	4.0714286	5.75	1.94444444444444
3	chr9	99524647	100062855	2467	4.0714286	5.75	1.94444444444444
3	chr9	100062856	100587035	2468	4.0714286	5.75	1.94444444444444
3	chr9	100587036	101120095	2469	4.0714286	5.75	1.94444444444444
3	chr9	101120096	101662042	2470	4.0714286	5.75	1.94444444444444
3	chr9	101662043	102180046	2471	4.0714286	5.75	1.94444444444444
3	chr9	102180047	102702532	2472	4.0714286	5.75	1.94444444444444
3	chr9	102702533	103218874	2473	4.0714286	5.75	1.94444444444444
3	chr9	103218875	103730311	2474	4.0714286	5.75	1.94444444444444
3	chr9	103730312	104253532	2475	4.0714286	5.75	1.94444444444444
3	chr9	104253533	104768534	2476	4.0714286	5.75	1.94444444444444
3	chr9	104768535	105303467	2477	4.0714286	5.75	1.94444444444444
3	chr9	105303468	105831937	2478	4.0714286	5.75	1.94444444444444
3	chr9	105831938	106343251	2479	4.0714286	5.75	1.94444444444444
3	chr9	106343252	106871019	2480	3.8571429	5.333333	1.94444444444444
3	chr9	106871020	107422999	2481	3.8571429	5.333333	1.94444444444444
3	chr9	107423000	107933395	2482	3.8571429	5.333333	1.94444444444444
3	chr9	107933396	108451432	2483	3.8571429	5.333333	1.94444444444444
3	chr9	108451433	109022493	2484	3.8571429	5.333333	1.94444444444444
3	chr9	109022494	109599553	2485	3.8571429	5.333333	1.94444444444444
3	chr9	109599554	110135578	2486	3.8571429	5.333333	1.94444444444444
3	chr9	110135579	110655780	2487	3.8571429	5.333333	1.94444444444444
3	chr9	110655781	111180351	2488	4.0714286	5.583333	1.94444444444444
3	chr9	111180352	111700773	2489	4.0714286	5.75	1.94444444444444
3	chr9	111700774	112231689	2490	4.0714286	5.833333	1.94444444444444
3	chr9	112231690	112770987	2491	4.0714286	5.833333	1.94444444444444
3	chr9	112770988	113306530	2492	4.0714286	5.833333	1.94444444444444
3	chr9	113306531	113834577	2493	4.0714286	5.833333	1.94444444444444
3	chr9	113834578	114391144	2494	4.0714286	5.833333	1.94444444444444
3	chr9	114391145	114913626	2495	4.0714286	5.833333	1.94444444444444
3	chr9	114913627	115439168	2496	4.0714286	5.833333	1.94444444444444
3	chr9	115439169	115959756	2497	4.0714286	5.833333	1.94444444444444
3	chr9	115959757	116472658	2498	4.0714286	5.833333	1.94444444444444
3	chr9	116472659	116991653	2499	4.0714286	5.833333	1.94444444444444
3	chr9	116991654	117508750	2500	4.0714286	5.833333	1.94444444444444
3	chr9	117508751	118038464	2501	4.0714286	5.833333	1.94444444444444
3	chr9	118038465	118565806	2502	4.0714286	5.833333	1.94444444444444
3	chr9	118565807	119072714	2503	4.0714286	5.833333	1.94444444444444
3	chr9	119072715	119583082	2504	4.0714286	5.833333	1.94444444444444
3	chr9	119583083	120110902	2505	4.0714286	5.833333	1.94444444444444
3	chr9	120110903	120631214	2506	4.0714286	5.833333	1.94444444444444
3	chr9	120631215	121151358	2507	4.0714286	5.833333	1.94444444444444
3	chr9	121151359	121679820	2508	4.0714286	5.833333	1.94444444444444
3	chr9	121679821	122192341	2509	4.0714286	5.833333	1.94444444444444
3	chr9	122192342	122735948	2510	4.0714286	5.666667	1.94444444444444
3	chr9	122735949	123255805	2511	4.0714286	5.666667	1.94444444444444
3	chr9	123255806	123788063	2512	4.0714286	5.666667	1.94444444444444
3	chr9	123788064	124595110	2513	4.0714286	5.666667	1.94444444444444
3	chr10	1	3666452	2514	3.5714286	5.916667	1.94444444444444
3	chr10	3666453	4187730	2515	3.5714286	5.916667	1.94444444444444
3	chr10	4187731	4720967	2516	3.5714286	5.916667	1.94444444444444
3	chr10	4720968	5271012	2517	3.5714286	5.916667	1.94444444444444
3	chr10	5271013	5829475	2518	3.5714286	5.916667	1.94444444444444
3	chr10	5829476	6408206	2519	3.5714286	5.916667	1.94444444444444
3	chr10	6408207	6973031	2520	3.5714286	5.916667	1.94444444444444
3	chr10	6973032	7622548	2521	3.5714286	5.916667	1.94444444444444
3	chr10	7622549	8143036	2522	3.5714286	5.916667	1.94444444444444
3	chr10	8143037	8713495	2523	3.5714286	5.916667	1.94444444444444
3	chr10	8713496	9229904	2524	3.5714286	5.916667	1.94444444444444
3	chr10	9229905	9745864	2525	3.5714286	5.916667	1.94444444444444
3	chr10	9745865	10299864	2526	3.5714286	5.916667	1.94444444444444
3	chr10	10299865	10859931	2527	3.5714286	5.916667	1.94444444444444
3	chr10	10859932	11411548	2528	3.5714286	5.916667	1.94444444444444
